,y_true,y_pred
782,akiec,bkl
783,mel,mel
784,mel,akiec
785,nv,nv
786,nv,bkl
787,nv,nv
788,nv,nv
789,bcc,bcc
790,nv,nv
791,nv,nv
792,nv,nv
793,nv,nv
794,nv,nv
795,nv,nv
796,nv,nv
797,nv,nv
798,nv,nv
799,nv,bkl
800,nv,nv
801,nv,nv
802,nv,nv
803,bkl,akiec
804,nv,nv
805,nv,nv
806,nv,nv
807,df,nv
808,bkl,mel
809,nv,nv
810,nv,nv
811,akiec,bkl
812,nv,nv
813,nv,nv
814,mel,nv
815,nv,nv
816,nv,nv
817,nv,mel
818,bkl,akiec
819,bkl,nv
820,nv,nv
821,nv,nv
822,nv,nv
823,bcc,nv
824,bkl,bcc
825,nv,nv
826,bcc,nv
827,nv,nv
828,nv,nv
829,bkl,bkl
830,akiec,df
831,nv,nv
832,nv,nv
833,mel,mel
834,nv,nv
835,mel,bkl
836,nv,nv
837,nv,nv
838,akiec,nv
839,mel,bkl
840,bcc,bcc
841,nv,nv
842,akiec,akiec
843,nv,nv
844,nv,nv
845,bcc,bcc
846,akiec,nv
847,mel,bkl
848,nv,nv
849,nv,nv
850,mel,bkl
851,nv,nv
852,nv,nv
853,akiec,nv
854,nv,nv
855,akiec,akiec
856,nv,nv
857,nv,nv
858,nv,nv
859,nv,nv
860,mel,bkl
861,nv,nv
862,nv,nv
863,bcc,nv
864,nv,nv
865,bkl,bkl
866,nv,nv
867,nv,nv
868,nv,nv
869,nv,nv
870,nv,nv
871,nv,nv
872,nv,akiec
873,nv,nv
874,nv,nv
875,nv,nv
876,nv,nv
877,bcc,bkl
878,nv,nv
879,nv,nv
880,nv,nv
881,bkl,nv
882,nv,nv
883,nv,nv
884,nv,nv
885,nv,nv
886,nv,nv
887,nv,nv
888,nv,nv
889,nv,nv
890,akiec,bkl
891,nv,nv
892,bkl,bkl
893,bkl,akiec
894,nv,nv
895,nv,nv
896,mel,nv
897,bkl,mel
898,bkl,nv
899,nv,bkl
900,mel,nv
901,nv,nv
902,nv,nv
903,bkl,nv
904,mel,nv
905,nv,nv
906,nv,bkl
907,bkl,bkl
908,bkl,nv
909,nv,nv
910,nv,nv
911,nv,nv
912,bkl,mel
913,akiec,akiec
914,nv,nv
915,nv,nv
916,nv,nv
917,nv,nv
918,bkl,nv
919,nv,nv
920,nv,nv
921,nv,nv
922,nv,nv
923,nv,nv
924,nv,nv
925,nv,nv
926,bkl,nv
927,nv,nv
928,akiec,mel
929,nv,nv
930,mel,bcc
931,mel,nv
932,nv,bkl
933,nv,nv
934,nv,nv
935,nv,nv
936,nv,nv
937,nv,nv
938,nv,nv
939,nv,nv
940,nv,nv
941,nv,nv
942,akiec,bcc
943,bkl,bkl
944,nv,bkl
945,nv,nv
946,nv,nv
947,bcc,nv
948,df,bcc
949,nv,nv
950,nv,nv
951,mel,mel
952,nv,nv
953,bkl,nv
954,bcc,bkl
955,nv,nv
956,bkl,df
957,nv,nv
958,nv,nv
959,nv,nv
960,mel,nv
961,bkl,bkl
962,nv,nv
963,nv,nv
964,nv,bkl
965,nv,bkl
966,mel,nv
967,nv,nv
968,bkl,nv
969,bkl,bkl
970,nv,nv
971,nv,nv
972,akiec,nv
973,mel,nv
974,nv,nv
975,nv,nv
976,nv,nv
977,nv,nv
978,mel,nv
979,nv,nv
980,nv,nv
981,bkl,nv
982,nv,nv
983,nv,nv
984,nv,nv
985,nv,nv
986,bkl,nv
987,nv,nv
988,nv,nv
989,bkl,nv
990,mel,nv
991,mel,nv
992,nv,nv
993,bcc,nv
994,nv,nv
995,nv,nv
996,nv,nv
997,nv,nv
998,nv,nv
999,vasc,bcc
1000,bcc,bcc
1001,nv,nv
1002,nv,nv
1003,mel,nv
1004,df,nv
1005,mel,mel
1006,nv,nv
1007,akiec,bkl
1008,nv,nv
1009,nv,nv
1010,nv,nv
1011,nv,nv
1012,nv,nv
1013,mel,mel
1014,mel,mel
1015,nv,nv
1016,mel,bkl
1017,bcc,akiec
1018,nv,nv
1019,nv,nv
1020,nv,nv
1021,bkl,bcc
1022,nv,nv
1023,bcc,nv
1024,df,df
1025,nv,nv
1026,nv,nv
1027,bkl,mel
1028,nv,nv
1029,nv,nv
1030,nv,nv
1031,mel,nv
1032,bkl,bkl
1033,nv,nv
1034,nv,nv
1035,mel,nv
1036,nv,nv
1037,nv,nv
1038,nv,nv
1039,nv,nv
1040,nv,nv
1041,nv,nv
1042,nv,nv
1043,nv,nv
1044,nv,nv
1045,nv,nv
1046,nv,nv
1047,nv,nv
1048,nv,nv
1049,nv,nv
1050,nv,nv
1051,nv,nv
1052,mel,nv
1053,nv,nv
1054,nv,nv
1055,nv,nv
1056,nv,nv
1057,mel,mel
1058,nv,nv
1059,nv,nv
1060,nv,nv
1061,nv,nv
1062,nv,nv
1063,bkl,bkl
1064,bkl,bcc
1065,mel,bkl
1066,nv,akiec
1067,akiec,bcc
1068,nv,nv
1069,bkl,bkl
1070,nv,nv
1071,nv,nv
1072,nv,nv
1073,bkl,nv
1074,nv,nv
1075,bkl,nv
1076,nv,nv
1077,nv,nv
1078,nv,bkl
1079,bkl,mel
1080,nv,nv
1081,nv,nv
1082,bcc,bkl
1083,nv,nv
1084,bkl,bkl
1085,nv,nv
1086,nv,nv
1087,bcc,nv
1088,nv,nv
1089,nv,nv
1090,nv,nv
1091,bkl,bkl
1092,nv,nv
1093,nv,nv
1094,nv,nv
1095,nv,nv
1096,bcc,bcc
1097,nv,nv
1098,nv,nv
1099,akiec,akiec
1100,nv,nv
1101,nv,nv
1102,mel,mel
1103,nv,bkl
1104,nv,nv
1105,nv,nv
1106,nv,nv
1107,nv,nv
1108,mel,nv
1109,nv,nv
1110,nv,nv
1111,nv,nv
1112,nv,bkl
1113,nv,nv
1114,nv,nv
1115,nv,nv
1116,nv,nv
1117,nv,nv
1118,akiec,akiec
1119,nv,nv
1120,nv,nv
1121,bcc,bkl
1122,nv,nv
1123,nv,nv
1124,bcc,bcc
1125,nv,nv
1126,nv,nv
1127,nv,nv
1128,nv,nv
1129,nv,nv
1130,nv,nv
1131,nv,nv
1132,nv,nv
1133,nv,nv
1134,nv,nv
1135,mel,nv
1136,bkl,bcc
1137,nv,bkl
1138,nv,nv
1139,nv,nv
1140,mel,nv
1141,nv,nv
1142,nv,nv
1143,nv,nv
1144,nv,nv
1145,nv,nv
1146,nv,nv
1147,nv,nv
1148,nv,nv
1149,nv,nv
1150,nv,nv
1151,akiec,nv
1152,nv,nv
1153,nv,nv
1154,nv,nv
1155,mel,nv
1156,nv,nv
1157,mel,nv
1158,mel,nv
1159,akiec,bkl
1160,nv,nv
1161,bkl,bkl
1162,nv,nv
1163,nv,nv
1164,bkl,nv
1165,nv,nv
1166,nv,nv
1167,nv,nv
1168,nv,mel
1169,bkl,bkl
1170,mel,nv
1171,nv,nv
1172,nv,nv
1173,nv,nv
1174,nv,nv
1175,mel,nv
1176,mel,nv
1177,nv,nv
1178,vasc,nv
1179,nv,nv
1180,bcc,nv
1181,akiec,bcc
1182,nv,nv
1183,nv,nv
1184,nv,mel
1185,nv,nv
1186,nv,nv
1187,nv,bcc
1188,mel,nv
1189,mel,nv
1190,nv,nv
1191,mel,mel
1192,nv,nv
1193,nv,nv
1194,akiec,nv
1195,bkl,nv
1196,bcc,mel
1197,nv,nv
1198,nv,nv
1199,nv,nv
1200,mel,mel
1201,nv,bkl
1202,bkl,nv
1203,nv,nv
1204,mel,bkl
1205,nv,nv
1206,nv,nv
1207,nv,nv
1208,nv,nv
1209,mel,mel
1210,df,bcc
1211,mel,nv
1212,nv,nv
1213,nv,nv
1214,nv,nv
1215,nv,nv
1216,nv,mel
1217,nv,nv
1218,nv,nv
1219,nv,bcc
1220,nv,nv
1221,nv,nv
1222,bkl,bcc
1223,nv,nv
1224,akiec,bkl
1225,mel,mel
1226,nv,nv
1227,bkl,nv
1228,bcc,bcc
1229,nv,nv
1230,mel,nv
1231,bkl,bkl
1232,bkl,bkl
1233,nv,nv
1234,bkl,bcc
1235,mel,mel
1236,nv,mel
1237,nv,nv
1238,nv,mel
1239,nv,nv
1240,nv,nv
1241,nv,nv
1242,nv,nv
1243,nv,nv
1244,bkl,bkl
1245,bcc,bcc
1246,nv,mel
1247,akiec,bcc
1248,nv,nv
1249,bkl,bkl
1250,nv,nv
1251,mel,mel
1252,nv,nv
1253,nv,nv
1254,mel,mel
1255,vasc,nv
1256,nv,nv
1257,nv,nv
1258,nv,nv
1259,bkl,bcc
1260,nv,nv
1261,nv,nv
1262,nv,nv
1263,nv,nv
1264,df,bkl
1265,nv,nv
1266,nv,nv
1267,mel,mel
1268,nv,nv
1269,nv,nv
1270,mel,bkl
1271,nv,nv
1272,nv,nv
1273,nv,nv
1274,nv,nv
1275,mel,nv
1276,nv,nv
1277,nv,nv
1278,nv,mel
1279,akiec,nv
1280,bkl,nv
1281,nv,nv
1282,nv,mel
1283,nv,nv
1284,bkl,akiec
1285,nv,nv
1286,nv,nv
1287,nv,nv
1288,nv,nv
1289,nv,nv
1290,bkl,mel
1291,nv,nv
1292,mel,nv
1293,nv,nv
1294,nv,nv
1295,nv,nv
1296,nv,nv
1297,nv,nv
1298,nv,nv
1299,nv,nv
1300,nv,nv
1301,nv,nv
1302,mel,nv
1303,bkl,nv
1304,nv,nv
1305,nv,nv
1306,nv,mel
1307,nv,nv
1308,nv,nv
1309,nv,nv
1310,nv,nv
1311,nv,nv
1312,nv,nv
1313,nv,nv
1314,bkl,bkl
1315,nv,nv
1316,bkl,bkl
1317,nv,nv
1318,nv,nv
1319,vasc,nv
1320,nv,nv
1321,mel,bkl
1322,nv,nv
1323,nv,nv
1324,nv,nv
1325,nv,bcc
1326,nv,mel
1327,nv,nv
1328,nv,nv
1329,nv,nv
1330,mel,nv
1331,mel,mel
1332,bkl,akiec
1333,nv,nv
1334,nv,nv
1335,bcc,nv
1336,mel,nv
1337,vasc,vasc
1338,nv,nv
1339,nv,nv
1340,nv,nv
1341,nv,nv
1342,nv,mel
1343,nv,nv
1344,bkl,bcc
1345,bkl,bkl
1346,nv,nv
1347,nv,mel
1348,nv,nv
1349,nv,nv
1350,nv,nv
1351,mel,nv
1352,nv,nv
1353,nv,nv
1354,nv,nv
1355,nv,nv
1356,nv,nv
1357,nv,nv
1358,bkl,nv
1359,nv,nv
1360,nv,nv
1361,nv,nv
1362,nv,mel
1363,bkl,akiec
1364,nv,nv
1365,mel,nv
1366,nv,nv
1367,akiec,bkl
1368,nv,nv
1369,bkl,nv
1370,nv,bkl
1371,nv,nv
1372,nv,nv
1373,nv,bcc
1374,nv,nv
1375,nv,nv
1376,bkl,nv
1377,nv,nv
1378,nv,nv
1379,bkl,nv
1380,bkl,akiec
1381,nv,nv
1382,nv,nv
1383,nv,nv
1384,bkl,nv
1385,nv,bkl
1386,nv,nv
1387,nv,nv
1388,nv,nv
1389,bkl,bkl
1390,nv,nv
1391,nv,nv
1392,nv,nv
1393,nv,nv
1394,nv,nv
1395,nv,nv
1396,nv,nv
1397,nv,nv
1398,mel,mel
1399,nv,nv
1400,nv,nv
1401,nv,nv
1402,nv,nv
1403,bkl,nv
1404,mel,nv
1405,bkl,bkl
1406,nv,nv
1407,mel,nv
1408,nv,nv
1409,nv,nv
1410,nv,bcc
1411,nv,nv
1412,nv,nv
1413,mel,bcc
1414,akiec,nv
1415,nv,akiec
1416,bkl,nv
1417,nv,nv
1418,mel,bkl
1419,bcc,akiec
1420,bcc,bcc
1421,mel,nv
1422,nv,nv
1423,nv,nv
1424,nv,nv
1425,nv,nv
1426,nv,nv
1427,nv,nv
1428,nv,nv
1429,nv,mel
1430,nv,nv
1431,nv,nv
1432,nv,nv
1433,nv,nv
1434,nv,nv
1435,nv,nv
1436,nv,nv
1437,mel,mel
1438,nv,nv
1439,nv,nv
1440,nv,nv
1441,nv,nv
1442,nv,nv
1443,nv,mel
1444,bcc,akiec
1445,mel,nv
1446,mel,mel
1447,nv,bkl
1448,nv,nv
1449,nv,nv
1450,nv,nv
1451,nv,nv
1452,nv,nv
1453,bkl,akiec
1454,bkl,bcc
1455,bkl,bkl
1456,nv,nv
1457,bcc,bcc
1458,nv,nv
1459,nv,nv
1460,nv,nv
1461,mel,nv
1462,nv,mel
1463,nv,nv
1464,mel,nv
1465,nv,nv
1466,nv,nv
1467,nv,nv
1468,nv,nv
1469,mel,bkl
1470,nv,mel
1471,mel,nv
1472,nv,nv
1473,nv,nv
1474,mel,bkl
1475,mel,nv
1476,nv,nv
1477,nv,nv
1478,mel,bkl
1479,nv,nv
1480,nv,nv
1481,nv,nv
1482,akiec,nv
1483,bkl,mel
1484,bkl,nv
1485,nv,nv
1486,nv,nv
1487,nv,nv
1488,nv,nv
1489,nv,bkl
1490,nv,nv
1491,nv,nv
1492,bcc,bcc
1493,nv,nv
1494,bkl,bkl
1495,nv,nv
1496,mel,nv
1497,nv,nv
1498,nv,nv
1499,mel,akiec
1500,nv,nv
1501,bkl,nv
1502,nv,nv
1503,bkl,bkl
1504,nv,nv
1505,nv,nv
1506,bkl,nv
1507,nv,nv
1508,nv,bkl
1509,nv,nv
1510,mel,mel
1511,nv,nv
1512,nv,nv
1513,nv,nv
1514,nv,bkl
1515,nv,nv
1516,nv,mel
1517,nv,nv
1518,nv,nv
1519,nv,nv
1520,nv,nv
1521,df,bkl
1522,nv,nv
1523,nv,nv
1524,bkl,nv
1525,df,nv
1526,nv,nv
1527,nv,nv
1528,nv,nv
1529,mel,nv
1530,nv,nv
1531,bcc,bkl
1532,bkl,nv
1533,nv,nv
1534,nv,nv
1535,bkl,mel
1536,nv,nv
1537,mel,nv
1538,nv,nv
1539,nv,nv
1540,akiec,bcc
1541,nv,nv
1542,mel,nv
1543,nv,nv
1544,df,bkl
1545,nv,nv
1546,nv,nv
1547,mel,nv
1548,akiec,bkl
1549,akiec,akiec
1550,nv,nv
1551,bkl,bkl
1552,akiec,bkl
1553,nv,nv
1554,nv,nv
1555,nv,nv
1556,akiec,bkl
1557,nv,nv
1558,nv,nv
1559,mel,nv
1560,nv,nv
1561,nv,nv
1562,nv,nv
1563,bkl,mel
1564,nv,nv
1565,nv,nv
1566,nv,nv
1567,nv,mel
1568,bcc,bcc
1569,nv,nv
1570,nv,nv
1571,mel,nv
1572,nv,nv
1573,nv,nv
1574,nv,nv
1575,nv,nv
1576,bkl,bkl
1577,nv,nv
1578,nv,nv
1579,nv,nv
1580,nv,nv
1581,nv,nv
1582,nv,nv
1583,akiec,akiec
1584,mel,akiec
1585,bcc,akiec
1586,nv,nv
1587,nv,nv
1588,akiec,bkl
1589,bcc,nv
1590,nv,nv
1591,nv,nv
1592,bcc,bkl
1593,mel,nv
1594,nv,nv
1595,mel,bkl
1596,nv,nv
1597,vasc,bcc
1598,nv,nv
1599,bcc,nv
