,y_true,y_pred
392,mel,nv
393,bcc,mel
394,akiec,mel
395,bkl,bcc
396,mel,nv
397,bkl,bkl
398,df,bkl
399,nv,nv
400,akiec,akiec
401,bcc,mel
402,vasc,bkl
403,nv,nv
404,nv,nv
405,bkl,bkl
406,bkl,bkl
407,bkl,bkl
408,bcc,bcc
409,mel,mel
410,vasc,nv
411,bkl,bkl
412,akiec,bkl
413,akiec,akiec
414,nv,nv
415,nv,nv
416,mel,mel
417,nv,nv
418,nv,nv
419,vasc,bkl
420,vasc,nv
421,bkl,mel
422,nv,nv
423,mel,mel
424,mel,mel
425,bkl,bkl
426,mel,mel
427,nv,nv
428,bkl,bkl
429,nv,bkl
430,df,nv
431,bkl,mel
432,nv,nv
433,nv,mel
434,akiec,mel
435,bcc,mel
436,nv,mel
437,bkl,nv
438,nv,mel
439,akiec,akiec
440,bkl,nv
441,bcc,bkl
442,bkl,mel
443,bcc,mel
444,bkl,bkl
445,mel,bkl
446,bkl,bkl
447,bcc,mel
448,bcc,akiec
449,nv,nv
450,nv,mel
451,mel,mel
452,akiec,akiec
453,mel,mel
454,bcc,akiec
455,bkl,mel
456,mel,mel
457,mel,bkl
458,df,nv
459,nv,nv
460,nv,nv
461,mel,mel
462,bkl,bkl
463,mel,mel
464,mel,bkl
465,nv,nv
466,mel,bkl
467,akiec,bkl
468,vasc,bkl
469,bkl,bkl
470,mel,bkl
471,mel,mel
472,nv,nv
473,vasc,nv
474,nv,mel
475,nv,nv
476,nv,nv
477,bcc,bkl
478,nv,nv
479,bkl,bkl
480,bcc,mel
481,nv,nv
482,df,df
483,bkl,mel
484,nv,nv
485,bcc,mel
486,mel,mel
487,bkl,mel
488,nv,nv
489,nv,nv
490,mel,mel
491,mel,mel
492,akiec,mel
493,bkl,bkl
494,mel,bkl
495,bcc,mel
496,bkl,bkl
497,mel,mel
498,bcc,nv
499,mel,nv
500,mel,mel
501,bcc,mel
502,akiec,bkl
503,mel,mel
504,mel,mel
505,bcc,mel
506,mel,bcc
507,nv,bcc
508,bkl,bkl
509,bkl,bkl
510,vasc,vasc
511,mel,mel
512,vasc,bkl
513,nv,nv
514,bkl,mel
515,bkl,bkl
516,mel,nv
517,mel,bkl
518,mel,mel
519,bcc,mel
520,vasc,mel
521,mel,bkl
522,bkl,nv
523,df,akiec
524,nv,nv
525,nv,nv
526,nv,nv
527,bkl,mel
528,nv,nv
529,mel,mel
530,nv,nv
531,akiec,bkl
532,nv,nv
533,nv,nv
534,nv,nv
535,nv,mel
536,bkl,bkl
537,bkl,bkl
538,bkl,bkl
539,mel,mel
540,akiec,bkl
541,bcc,mel
542,bkl,bkl
543,mel,nv
544,bkl,nv
545,mel,mel
546,df,nv
547,mel,akiec
548,nv,nv
549,mel,bkl
550,bcc,mel
551,bkl,mel
552,bcc,bkl
553,bkl,bkl
554,bkl,bkl
555,mel,bkl
556,bkl,bkl
557,df,nv
558,nv,nv
559,bcc,mel
560,nv,nv
561,nv,mel
562,bkl,akiec
563,nv,nv
564,bkl,bcc
565,bkl,mel
566,nv,nv
567,akiec,bkl
568,bkl,bkl
569,df,mel
570,bkl,bkl
571,mel,mel
572,akiec,bkl
573,bkl,nv
574,bkl,mel
575,bkl,mel
576,bkl,bkl
577,nv,nv
578,nv,df
579,mel,mel
580,akiec,mel
581,akiec,mel
582,df,bkl
583,bkl,mel
584,nv,bkl
585,bkl,bcc
586,bkl,bkl
587,df,bkl
588,bcc,mel
589,mel,mel
590,bkl,mel
591,nv,nv
592,bkl,mel
593,mel,mel
594,mel,bcc
595,mel,mel
596,nv,nv
597,df,nv
598,bkl,mel
599,bcc,bkl
600,mel,mel
601,akiec,mel
602,nv,bkl
603,mel,mel
604,mel,mel
605,bkl,bkl
606,nv,mel
607,bkl,bkl
608,bcc,bcc
609,bcc,mel
610,bkl,mel
611,nv,nv
612,nv,akiec
613,vasc,bkl
614,mel,bkl
615,bkl,bkl
616,akiec,bkl
617,df,mel
618,nv,mel
619,nv,mel
620,nv,bkl
621,nv,nv
622,mel,mel
623,bcc,mel
624,nv,mel
625,nv,nv
626,akiec,mel
627,mel,mel
628,mel,mel
629,bcc,bkl
630,mel,mel
631,bcc,bkl
632,df,akiec
633,nv,nv
634,nv,nv
635,nv,nv
636,mel,mel
637,nv,nv
638,bkl,bkl
639,bkl,bkl
640,bcc,bkl
641,akiec,bkl
642,mel,bkl
643,bkl,mel
644,akiec,mel
645,mel,mel
646,bkl,bkl
647,nv,nv
648,mel,mel
649,bkl,mel
650,bcc,bkl
651,bkl,mel
652,nv,mel
653,mel,mel
654,bkl,bkl
655,mel,mel
656,nv,nv
657,bkl,bkl
658,bcc,bkl
659,bkl,akiec
660,bkl,bkl
661,nv,nv
662,nv,mel
663,nv,nv
664,akiec,bkl
665,bkl,bcc
666,mel,mel
667,bkl,bkl
668,bkl,mel
669,bcc,mel
670,mel,mel
671,nv,nv
672,mel,bkl
673,mel,mel
674,nv,nv
675,bkl,nv
676,df,df
677,bkl,bkl
678,df,nv
679,bkl,bkl
680,df,bkl
681,mel,mel
682,mel,bkl
683,nv,mel
684,akiec,bkl
685,nv,nv
686,mel,bkl
687,mel,mel
688,bcc,mel
689,akiec,nv
690,bkl,mel
691,df,nv
692,mel,nv
693,bkl,mel
694,df,bkl
695,nv,nv
696,bcc,bkl
697,akiec,mel
698,mel,mel
699,bkl,bkl
700,df,mel
701,nv,nv
702,nv,nv
703,bcc,mel
704,mel,mel
705,bkl,bcc
706,mel,mel
707,mel,mel
708,nv,mel
709,bcc,bkl
710,nv,nv
711,nv,nv
712,mel,mel
713,akiec,mel
714,akiec,bkl
715,mel,bkl
716,bcc,bkl
717,mel,mel
718,nv,nv
719,bkl,bkl
720,bcc,bkl
721,bkl,bkl
722,bcc,mel
723,nv,nv
724,vasc,bkl
725,akiec,akiec
726,bkl,bkl
727,mel,nv
728,bkl,nv
729,mel,mel
730,mel,mel
731,bkl,mel
732,bcc,bkl
733,mel,mel
734,mel,mel
735,nv,nv
736,df,mel
737,bkl,bkl
738,nv,nv
739,akiec,bkl
740,bcc,mel
741,nv,nv
742,akiec,bkl
743,mel,bcc
744,bcc,mel
745,bkl,mel
746,nv,nv
747,nv,nv
748,bcc,mel
749,mel,mel
750,akiec,mel
751,akiec,bkl
752,df,nv
753,bkl,bkl
754,bkl,bkl
755,mel,nv
756,mel,mel
757,mel,bkl
758,bkl,nv
759,bcc,nv
760,mel,bkl
761,nv,nv
762,bcc,bkl
763,bkl,bkl
764,bkl,mel
765,mel,mel
766,nv,bkl
767,bkl,bkl
768,mel,akiec
769,mel,mel
770,mel,bkl
771,bcc,mel
772,mel,mel
773,nv,mel
774,mel,mel
775,nv,nv
776,mel,mel
777,nv,nv
778,nv,nv
779,bkl,bkl
780,bcc,mel
781,nv,nv
782,vasc,mel
783,mel,mel
784,bkl,bkl
785,mel,mel
786,mel,nv
787,bkl,bkl
788,mel,mel
789,bcc,mel
790,mel,bkl
791,mel,mel
792,bkl,bkl
793,bcc,mel
794,mel,mel
795,bkl,bkl
796,nv,nv
797,nv,nv
798,nv,nv
799,bkl,bkl
800,df,nv
801,mel,mel
802,nv,nv
803,mel,mel
804,nv,nv
805,mel,bcc
806,nv,nv
807,nv,mel
808,bkl,bkl
809,nv,nv
810,mel,bkl
811,akiec,mel
812,nv,nv
813,bkl,mel
814,akiec,bkl
815,nv,nv
816,bcc,bkl
817,mel,mel
818,nv,nv
819,bkl,bkl
820,nv,nv
821,df,nv
822,bkl,mel
823,bkl,bkl
824,nv,nv
825,bkl,bkl
826,vasc,nv
827,mel,bkl
828,vasc,bkl
829,akiec,bkl
830,mel,mel
831,akiec,bkl
832,nv,nv
833,bkl,bkl
834,bkl,nv
835,vasc,mel
836,nv,nv
837,nv,nv
838,bcc,bkl
839,nv,mel
840,bkl,bkl
841,mel,mel
842,df,mel
843,akiec,mel
844,mel,nv
845,bcc,bkl
846,bkl,bkl
847,mel,mel
848,nv,nv
849,nv,nv
850,bkl,bkl
851,akiec,bkl
852,nv,nv
853,mel,mel
854,bkl,mel
855,bkl,bkl
856,mel,mel
857,mel,mel
858,nv,bkl
859,mel,bkl
860,mel,bkl
861,nv,nv
862,nv,nv
863,mel,nv
864,bcc,bkl
865,mel,mel
866,nv,nv
867,nv,nv
868,nv,bkl
869,nv,bcc
870,akiec,mel
871,bkl,bkl
872,bcc,mel
873,mel,nv
874,bcc,bkl
875,bkl,bkl
876,akiec,bkl
877,bkl,mel
878,bkl,bkl
879,vasc,bkl
880,akiec,mel
881,nv,nv
882,mel,mel
883,nv,nv
884,akiec,mel
885,mel,bkl
886,mel,mel
887,bkl,akiec
888,mel,mel
889,mel,mel
890,akiec,bkl
891,akiec,bkl
892,bkl,bkl
893,mel,bkl
894,akiec,bkl
895,mel,mel
896,bkl,bkl
897,mel,mel
898,bcc,mel
899,bcc,mel
900,bkl,bkl
901,nv,nv
902,mel,nv
